country,indicator,date,value_ICU,daily_vaccinations
Czechia,Daily ICU occupancy,24/08/2021,11,36437
Czechia,Daily ICU occupancy,25/08/2021,14,34816
Czechia,Daily ICU occupancy,26/08/2021,12,32931
Czechia,Daily ICU occupancy,27/08/2021,10,30557
Estonia,Daily ICU occupancy,27/12/2020,33,0
Estonia,Daily ICU occupancy,3/01/2021,40,333
Estonia,Daily ICU occupancy,10/01/2021,50,1199
Estonia,Daily ICU occupancy,17/01/2021,44,1029
Estonia,Daily ICU occupancy,24/01/2021,45,1111
Estonia,Daily ICU occupancy,31/01/2021,41,1806
Estonia,Daily ICU occupancy,7/02/2021,34,2121
Estonia,Daily ICU occupancy,14/02/2021,32,2144
Estonia,Daily ICU occupancy,21/02/2021,34,2899
Estonia,Daily ICU occupancy,28/02/2021,41,3429
Estonia,Daily ICU occupancy,7/03/2021,47,4787
Estonia,Daily ICU occupancy,14/03/2021,59,6397
Estonia,Daily ICU occupancy,21/03/2021,67,4750
Estonia,Daily ICU occupancy,28/03/2021,69,4386
Estonia,Daily ICU occupancy,11/04/2021,66,5518
Estonia,Daily ICU occupancy,18/04/2021,57,5645
Estonia,Daily ICU occupancy,25/04/2021,53,5415
Estonia,Daily ICU occupancy,2/05/2021,47,7626
Estonia,Daily ICU occupancy,9/05/2021,47,9657
Estonia,Daily ICU occupancy,16/05/2021,30,6682
Estonia,Daily ICU occupancy,23/05/2021,26,8777
Estonia,Daily ICU occupancy,30/05/2021,16,8905
Estonia,Daily ICU occupancy,6/06/2021,6,8477
Estonia,Daily ICU occupancy,13/06/2021,6,9653
Estonia,Daily ICU occupancy,20/06/2021,4,10005
Estonia,Daily ICU occupancy,27/06/2021,5,4474
Estonia,Daily ICU occupancy,4/07/2021,6,7158
Estonia,Daily ICU occupancy,11/07/2021,3,6047
Estonia,Daily ICU occupancy,18/07/2021,1,5278
Estonia,Daily ICU occupancy,25/07/2021,13,6093
Estonia,Daily ICU occupancy,1/08/2021,1,4768
Estonia,Daily ICU occupancy,8/08/2021,3,5157
Estonia,Daily ICU occupancy,15/08/2021,5,5144
Estonia,Daily ICU occupancy,22/08/2021,13,3860
France,Daily ICU occupancy,27/12/2020,2818,0
France,Daily ICU occupancy,3/01/2021,2771,219
France,Daily ICU occupancy,10/01/2021,2784,14458
France,Daily ICU occupancy,17/01/2021,2910,49439
France,Daily ICU occupancy,24/01/2021,3181,96782
France,Daily ICU occupancy,31/01/2021,3428,82912
France,Daily ICU occupancy,7/02/2021,3566,82045
France,Daily ICU occupancy,14/02/2021,3657,109762
France,Daily ICU occupancy,21/02/2021,3706,116521
France,Daily ICU occupancy,28/02/2021,3815,120841
France,Daily ICU occupancy,7/03/2021,4067,187029
France,Daily ICU occupancy,14/03/2021,4378,226034
France,Daily ICU occupancy,21/03/2021,4714,180691
France,Daily ICU occupancy,28/03/2021,5199,264473
France,Daily ICU occupancy,4/04/2021,5694,283265
France,Daily ICU occupancy,11/04/2021,6210,304739
France,Daily ICU occupancy,18/04/2021,6364,366355
France,Daily ICU occupancy,25/04/2021,6386,363701
France,Daily ICU occupancy,2/05/2021,6062,396995
France,Daily ICU occupancy,9/05/2021,5357,463645
France,Daily ICU occupancy,16/05/2021,4482,508390
France,Daily ICU occupancy,23/05/2021,3720,523724
France,Daily ICU occupancy,30/05/2021,3108,488151
France,Daily ICU occupancy,6/06/2021,2571,574416
France,Daily ICU occupancy,13/06/2021,2097,576170
France,Daily ICU occupancy,20/06/2021,1671,581869
France,Daily ICU occupancy,27/06/2021,1314,583439
France,Daily ICU occupancy,4/07/2021,1053,586327
France,Daily ICU occupancy,11/07/2021,892,563048
France,Daily ICU occupancy,18/07/2021,828,615680
France,Daily ICU occupancy,25/07/2021,882,681764
France,Daily ICU occupancy,1/08/2021,1175,619697
France,Daily ICU occupancy,8/08/2021,1648,500738
France,Daily ICU occupancy,15/08/2021,2044,443956
France,Daily ICU occupancy,22/08/2021,2300,439619
Germany,Daily ICU occupancy,27/12/2020,5226,0
Germany,Daily ICU occupancy,3/01/2021,5630,39689
Germany,Daily ICU occupancy,10/01/2021,5552,53421
Germany,Daily ICU occupancy,17/01/2021,5164,76904
Germany,Daily ICU occupancy,24/01/2021,4816,96343
Germany,Daily ICU occupancy,31/01/2021,4487,92021
Germany,Daily ICU occupancy,7/02/2021,4207,120550
Germany,Daily ICU occupancy,14/02/2021,3732,124416
Germany,Daily ICU occupancy,21/02/2021,3239,130315
Germany,Daily ICU occupancy,28/02/2021,2950,165120
Germany,Daily ICU occupancy,7/03/2021,2816,219427
Germany,Daily ICU occupancy,14/03/2021,2727,257496
Germany,Daily ICU occupancy,21/03/2021,2849,208171
Germany,Daily ICU occupancy,28/03/2021,3196,299539
Germany,Daily ICU occupancy,4/04/2021,3668,278668
Germany,Daily ICU occupancy,11/04/2021,4428,465732
Germany,Daily ICU occupancy,18/04/2021,4653,526525
Germany,Daily ICU occupancy,25/04/2021,4970,504325
Germany,Daily ICU occupancy,2/05/2021,5033,670894
Germany,Daily ICU occupancy,9/05/2021,4829,719927
Germany,Daily ICU occupancy,16/05/2021,4361,708884
Germany,Daily ICU occupancy,23/05/2021,3693,726512
Germany,Daily ICU occupancy,30/05/2021,2990,686141
Germany,Daily ICU occupancy,6/06/2021,2144,706670
Germany,Daily ICU occupancy,13/06/2021,1591,867582
Germany,Daily ICU occupancy,20/06/2021,1130,850498
Germany,Daily ICU occupancy,27/06/2021,807,815007
Germany,Daily ICU occupancy,4/07/2021,611,724166
Germany,Daily ICU occupancy,11/07/2021,482,642024
Germany,Daily ICU occupancy,18/07/2021,394,586961
Germany,Daily ICU occupancy,25/07/2021,353,467566
Germany,Daily ICU occupancy,1/08/2021,352,422809
Germany,Daily ICU occupancy,8/08/2021,389,368315
Germany,Daily ICU occupancy,15/08/2021,450,351900
Germany,Daily ICU occupancy,22/08/2021,594,279952
Ireland,Daily ICU occupancy,10/01/2021,88,5221
Ireland,Daily ICU occupancy,17/01/2021,169,7714
Ireland,Daily ICU occupancy,24/01/2021,207,7000
Ireland,Daily ICU occupancy,31/01/2021,216,8114
Ireland,Daily ICU occupancy,7/02/2021,199,5812
Ireland,Daily ICU occupancy,14/02/2021,170,4494
Ireland,Daily ICU occupancy,21/02/2021,151,11718
Ireland,Daily ICU occupancy,28/02/2021,136,12259
Ireland,Daily ICU occupancy,7/03/2021,112,12284
Ireland,Daily ICU occupancy,14/03/2021,92,13040
Ireland,Daily ICU occupancy,21/03/2021,82,8995
Ireland,Daily ICU occupancy,28/03/2021,76,18075
Ireland,Daily ICU occupancy,4/04/2021,67,18580
Ireland,Daily ICU occupancy,11/04/2021,54,18152
Ireland,Daily ICU occupancy,18/04/2021,47,20685
Ireland,Daily ICU occupancy,25/04/2021,47,27086
Ireland,Daily ICU occupancy,2/05/2021,45,29512
Ireland,Daily ICU occupancy,9/05/2021,36,34872
Ireland,Daily ICU occupancy,16/05/2021,34,35970
Ireland,Daily ICU occupancy,23/05/2021,38,35524
Ireland,Daily ICU occupancy,30/05/2021,41,5449
Ireland,Daily ICU occupancy,6/06/2021,34,71265
Ireland,Daily ICU occupancy,13/06/2021,27,47444
Ireland,Daily ICU occupancy,20/06/2021,18,65889
Ireland,Daily ICU occupancy,27/06/2021,18,46524
Ireland,Daily ICU occupancy,4/07/2021,14,51991
Ireland,Daily ICU occupancy,11/07/2021,17,52822
Ireland,Daily ICU occupancy,18/07/2021,20,62740
Ireland,Daily ICU occupancy,25/07/2021,22,53384
Ireland,Daily ICU occupancy,1/08/2021,26,45622
Ireland,Daily ICU occupancy,8/08/2021,30,34877
Ireland,Daily ICU occupancy,15/08/2021,36,36566
Ireland,Daily ICU occupancy,22/08/2021,55,34690
Latvia,Daily ICU occupancy,10/01/2021,63,678
Latvia,Daily ICU occupancy,17/01/2021,64,1292
Latvia,Daily ICU occupancy,24/01/2021,102,453
Latvia,Daily ICU occupancy,31/01/2021,110,684
Latvia,Daily ICU occupancy,7/02/2021,105,1220
Latvia,Daily ICU occupancy,14/02/2021,92,749
Latvia,Daily ICU occupancy,21/02/2021,94,1258
Latvia,Daily ICU occupancy,28/02/2021,90,2412
Latvia,Daily ICU occupancy,7/03/2021,79,3882
Latvia,Daily ICU occupancy,14/03/2021,90,3108
Latvia,Daily ICU occupancy,21/03/2021,81,1096
Latvia,Daily ICU occupancy,28/03/2021,80,4622
Latvia,Daily ICU occupancy,4/04/2021,92,3813
Latvia,Daily ICU occupancy,11/04/2021,79,5030
Latvia,Daily ICU occupancy,18/04/2021,96,5360
Latvia,Daily ICU occupancy,25/04/2021,88,7182
Latvia,Daily ICU occupancy,2/05/2021,89,8763
Latvia,Daily ICU occupancy,9/05/2021,92,12054
Latvia,Daily ICU occupancy,16/05/2021,92,16175
Latvia,Daily ICU occupancy,23/05/2021,95,15755
Latvia,Daily ICU occupancy,30/05/2021,85,16707
Latvia,Daily ICU occupancy,6/06/2021,68,16361
Latvia,Daily ICU occupancy,13/06/2021,74,13670
Latvia,Daily ICU occupancy,20/06/2021,42,11692
Latvia,Daily ICU occupancy,27/06/2021,39,4549
Latvia,Daily ICU occupancy,4/07/2021,36,11385
Latvia,Daily ICU occupancy,11/07/2021,18,8117
Latvia,Daily ICU occupancy,18/07/2021,10,4912
Latvia,Daily ICU occupancy,25/07/2021,10,5446
Latvia,Daily ICU occupancy,1/08/2021,6,5213
Latvia,Daily ICU occupancy,8/08/2021,9,4937
Latvia,Daily ICU occupancy,15/08/2021,14,5017
Latvia,Daily ICU occupancy,22/08/2021,13,5090
Lithuania,Daily ICU occupancy,17/02/2021,90,4320
Lithuania,Daily ICU occupancy,18/02/2021,97,4646
Lithuania,Daily ICU occupancy,19/02/2021,97,5104
Lithuania,Daily ICU occupancy,20/02/2021,91,5184
Lithuania,Daily ICU occupancy,21/02/2021,95,5184
Lithuania,Daily ICU occupancy,22/02/2021,98,5303
Lithuania,Daily ICU occupancy,23/02/2021,88,6464
Lithuania,Daily ICU occupancy,24/02/2021,87,6957
Lithuania,Daily ICU occupancy,25/02/2021,76,7031
Lithuania,Daily ICU occupancy,26/02/2021,80,6967
Lithuania,Daily ICU occupancy,27/02/2021,85,6937
Lithuania,Daily ICU occupancy,28/02/2021,82,7001
Lithuania,Daily ICU occupancy,1/03/2021,77,7302
Lithuania,Daily ICU occupancy,2/03/2021,76,7403
Lithuania,Daily ICU occupancy,3/03/2021,88,7445
Lithuania,Daily ICU occupancy,4/03/2021,89,7962
Lithuania,Daily ICU occupancy,7/03/2021,100,8443
Lithuania,Daily ICU occupancy,8/03/2021,96,8636
Lithuania,Daily ICU occupancy,9/03/2021,88,9001
Lithuania,Daily ICU occupancy,10/03/2021,84,9522
Lithuania,Daily ICU occupancy,11/03/2021,90,7471
Lithuania,Daily ICU occupancy,12/03/2021,87,8031
Lithuania,Daily ICU occupancy,13/03/2021,85,8191
Lithuania,Daily ICU occupancy,14/03/2021,76,8194
Lithuania,Daily ICU occupancy,15/03/2021,80,8069
Lithuania,Daily ICU occupancy,16/03/2021,77,7828
Lithuania,Daily ICU occupancy,17/03/2021,74,7098
Lithuania,Daily ICU occupancy,18/03/2021,78,8138
Lithuania,Daily ICU occupancy,19/03/2021,81,6901
Lithuania,Daily ICU occupancy,20/03/2021,83,6756
Lithuania,Daily ICU occupancy,21/03/2021,84,6757
Lithuania,Daily ICU occupancy,22/03/2021,93,6785
Lithuania,Daily ICU occupancy,23/03/2021,94,7170
Lithuania,Daily ICU occupancy,24/03/2021,92,8183
Lithuania,Daily ICU occupancy,25/03/2021,81,9405
Lithuania,Daily ICU occupancy,26/03/2021,82,10429
Lithuania,Daily ICU occupancy,28/03/2021,77,10796
Lithuania,Daily ICU occupancy,29/03/2021,81,10741
Lithuania,Daily ICU occupancy,30/03/2021,82,10739
Lithuania,Daily ICU occupancy,31/03/2021,88,11184
Lithuania,Daily ICU occupancy,1/04/2021,90,11379
Lithuania,Daily ICU occupancy,2/04/2021,90,11859
Lithuania,Daily ICU occupancy,3/04/2021,89,12647
Lithuania,Daily ICU occupancy,4/04/2021,99,12965
Lithuania,Daily ICU occupancy,5/04/2021,107,12372
Lithuania,Daily ICU occupancy,6/04/2021,100,12629
Lithuania,Daily ICU occupancy,7/04/2021,92,11486
Lithuania,Daily ICU occupancy,8/04/2021,94,12717
Lithuania,Daily ICU occupancy,9/04/2021,93,14672
Lithuania,Daily ICU occupancy,10/04/2021,92,15666
Lithuania,Daily ICU occupancy,11/04/2021,94,15569
Lithuania,Daily ICU occupancy,12/04/2021,88,16291
Lithuania,Daily ICU occupancy,13/04/2021,99,16884
Lithuania,Daily ICU occupancy,14/04/2021,104,18891
Lithuania,Daily ICU occupancy,15/04/2021,109,18355
Lithuania,Daily ICU occupancy,16/04/2021,117,16492
Lithuania,Daily ICU occupancy,17/04/2021,116,14618
Lithuania,Daily ICU occupancy,18/04/2021,126,14383
Lithuania,Daily ICU occupancy,19/04/2021,124,13966
Lithuania,Daily ICU occupancy,20/04/2021,128,13455
Lithuania,Daily ICU occupancy,21/04/2021,125,13437
Lithuania,Daily ICU occupancy,22/04/2021,123,13861
Lithuania,Daily ICU occupancy,23/04/2021,126,14463
Lithuania,Daily ICU occupancy,24/04/2021,129,14755
Lithuania,Daily ICU occupancy,25/04/2021,139,14781
Lithuania,Daily ICU occupancy,26/04/2021,139,14829
Lithuania,Daily ICU occupancy,27/04/2021,142,14518
Lithuania,Daily ICU occupancy,28/04/2021,145,12903
Lithuania,Daily ICU occupancy,29/04/2021,142,13841
Lithuania,Daily ICU occupancy,30/04/2021,140,15709
Lithuania,Daily ICU occupancy,1/05/2021,138,17315
Lithuania,Daily ICU occupancy,2/05/2021,134,17383
Lithuania,Daily ICU occupancy,3/05/2021,128,18415
Lithuania,Daily ICU occupancy,4/05/2021,117,20591
Lithuania,Daily ICU occupancy,5/05/2021,116,23359
Lithuania,Daily ICU occupancy,6/05/2021,118,23769
Lithuania,Daily ICU occupancy,7/05/2021,117,23226
Lithuania,Daily ICU occupancy,8/05/2021,125,23229
Lithuania,Daily ICU occupancy,20/05/2021,109,20674
Lithuania,Daily ICU occupancy,21/05/2021,111,19864
Lithuania,Daily ICU occupancy,22/05/2021,109,20285
Lithuania,Daily ICU occupancy,23/05/2021,103,20475
Lithuania,Daily ICU occupancy,24/05/2021,95,20301
Lithuania,Daily ICU occupancy,25/05/2021,92,20463
Lithuania,Daily ICU occupancy,26/05/2021,92,19900
Lithuania,Daily ICU occupancy,27/05/2021,93,19578
Lithuania,Daily ICU occupancy,28/05/2021,93,20523
Lithuania,Daily ICU occupancy,29/05/2021,89,20874
Lithuania,Daily ICU occupancy,30/05/2021,98,20697
Lithuania,Daily ICU occupancy,31/05/2021,79,21259
Lithuania,Daily ICU occupancy,1/06/2021,77,22268
Lithuania,Daily ICU occupancy,2/06/2021,74,23903
Lithuania,Daily ICU occupancy,3/06/2021,76,24933
Lithuania,Daily ICU occupancy,4/06/2021,76,26372
Lithuania,Daily ICU occupancy,5/06/2021,73,27340
Lithuania,Daily ICU occupancy,6/06/2021,74,28058
Lithuania,Daily ICU occupancy,7/06/2021,70,28721
Lithuania,Daily ICU occupancy,8/06/2021,70,28015
Lithuania,Daily ICU occupancy,9/06/2021,74,26427
Lithuania,Daily ICU occupancy,10/06/2021,74,24886
Lithuania,Daily ICU occupancy,11/06/2021,69,22342
Lithuania,Daily ICU occupancy,12/06/2021,60,20709
Lithuania,Daily ICU occupancy,13/06/2021,61,20936
Lithuania,Daily ICU occupancy,14/06/2021,58,20528
Lithuania,Daily ICU occupancy,15/06/2021,55,20291
Lithuania,Daily ICU occupancy,16/06/2021,47,20340
Lithuania,Daily ICU occupancy,17/06/2021,45,20814
Lithuania,Daily ICU occupancy,18/06/2021,45,20996
Lithuania,Daily ICU occupancy,19/06/2021,39,21021
Lithuania,Daily ICU occupancy,20/06/2021,37,20179
Lithuania,Daily ICU occupancy,21/06/2021,32,19727
Lithuania,Daily ICU occupancy,22/06/2021,28,19668
Lithuania,Daily ICU occupancy,23/06/2021,28,19325
Lithuania,Daily ICU occupancy,24/06/2021,30,16489
Lithuania,Daily ICU occupancy,25/06/2021,30,16957
Lithuania,Daily ICU occupancy,26/06/2021,28,17153
Lithuania,Daily ICU occupancy,27/06/2021,33,17864
Lithuania,Daily ICU occupancy,28/06/2021,30,18320
Lithuania,Daily ICU occupancy,29/06/2021,30,18384
Lithuania,Daily ICU occupancy,30/06/2021,27,18039
Lithuania,Daily ICU occupancy,1/07/2021,27,19220
Lithuania,Daily ICU occupancy,2/07/2021,23,18006
Lithuania,Daily ICU occupancy,3/07/2021,23,17677
